index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
396,"Please take time to check whether your system meets the requirements listed on the package. With the help of the DirectX diagnostic program, you can get an overview of your system if you are not sure whether your PC meets the requirements. Please do the following to bring up the DirectX diagnostic program: Click on the ""Start"" button and choose the ""Execute"" option. Enter ""dxdiag"" into the text field. The user interface of the DirectX diagnostic program will now be shown. Here you have access to all relevant system details, including information about the graphics and sound card. You can also check whether the graphics and sound are working correctly by clicking on the appropriate buttons to test DirectDraw, Direct3D, and DirectSound. Note: If you do not have advanced computer skills, we would advise you against changing any of the options in the DirectX diagnostic program. Before starting the game","Please take the time to check whether your system meets the requirements listed on the package. Using the DirectX Diagnostic Tool, you can get an overview of your system if you're not sure whether your PC meets the requirements. To launch the DirectX Diagnostic Tool, please follow these steps: Click the ""Start"" button and select ""Run"". Type ""dxdiag"" in the text field. The DirectX Diagnostic Tool interface will now be displayed. Here you have access to all relevant system details, including information about your graphics and sound card. You can check whether graphics and sound are working correctly by clicking the corresponding buttons to test DirectDraw, Direct3D, and DirectSound. Note: If you do not have advanced computer knowledge, we would advise against changing any of the options in the DirectX Diagnostic Tool.","Please take the time to check whether your system meets the requirements listed on the package. Using the DirectX Diagnostic Tool, you can get an overview of your system if you're not sure whether your PC meets the requirements. To launch the DirectX Diagnostic Tool, please follow these steps: Click the ""Start"" button and select ""Run"". Type ""dxdiag"" in the text field. The DirectX Diagnostic Tool interface will now be displayed. Here you have access to all relevant system details, including information about your graphics and sound card. You can check whether graphics and sound are working correctly by clicking the corresponding buttons to test DirectDraw, Direct3D, and DirectSound. Note: If you do not have advanced computer knowledge, we would advise against changing any of the options in the DirectX Diagnostic Tool. Before starting the game.","Please take the time to check whether your system meets the requirements listed on the package. Using the DirectX Diagnostic Tool, you can get an overview of your system if you're not sure whether your PC meets the requirements. To launch the DirectX Diagnostic Tool, click the ""Start"" button and select ""Run"", then type ""dxdiag"" in the text field. The DirectX Diagnostic Tool interface will now be displayed. Here you have access to all relevant system details, including information about your graphics and sound card. You can check whether graphics and sound are working correctly by clicking the corresponding buttons to test DirectDraw, Direct3D, and DirectSound. Note: If you do not have advanced computer knowledge, we would advise against changing any of the options in the DirectX Diagnostic Tool.",0.564,0.5839,0.5578,0.7335,0.7601,0.7223,0.7679,0.7969,0.7706,0.8711,0.8713,0.871
397,"It is possible that other programs are using the system resources that the game requires to run correctly. It is not obvious that all of these programs are active, and many start automatically when the system is booted. Such programs that are always active on your system are also called ""background applications."" In some cases, they may be the cause of your program hanging or crashing. Therefore, we recommend that you end such background applications before you start the game. - If antivirus or crash guard programs are running on your system, you should close or disable them before starting the game. To do so, look for the program's icon in the Windows taskbar. Right-click on the icon and choose the appropriate option (""disable,"" ""close,"" or something similar). - As soon as you have disabled the antivirus and crash guard program, you should also end all background applications because they can also sometimes lead to problems if you are installing or running a PC game. You can read more about it in the ""How you can end all unnecessary background applications"" section. Cleaning the system","It can happen that other programs take up the system resources that the game needs to run smoothly. Not all of these programs are obvious that they are active, and many are started automatically when the system is booted up. Such programs that are constantly active on your system are also called ""background applications"". In some cases, they can be the reason why your program hangs or crashes. Therefore, we recommend that you terminate such background applications before you start the game.

If antivirus or crash guard programs are running on your system, you should close or deactivate them before starting the game. Look for the program's icon in the Windows taskbar. Right-click the icon and select the appropriate option (""Deactivate"", ""Close"", or similar).

As soon as you have deactivated the antivirus and crash guard programs, you should also terminate general background applications, as these can sometimes cause problems when installing or running a PC game. You can find more information about this in the section ""How to terminate all unnecessary background applications"".","It may happen that other programs use up the system resources needed for the game to run smoothly. Not all of these programs are obviously active, and many start automatically when the system boots up. Such constantly active programs are called ""background applications."" In some cases, they can cause your program to hang or crash. Therefore, we recommend you close these background applications before starting the game.

If antivirus or crash guard programs are running on your system, you should close or deactivate them before starting the game. Look for the program's icon in the Windows taskbar, right-click it, and select the appropriate option (""Deactivate,"" ""Close,"" or similar).

Once you've deactivated the antivirus and crash guard programs, you should also terminate any general background applications, as these can sometimes cause issues when installing or running a PC game. You can find more information about this in the section ""How to terminate all unnecessary background applications."" Clean up the system.","Here is the improved translation sentence that addresses all the identified issues:

Other programs may use up the system resources needed for the game to run smoothly. Not all of these programs make it obvious that they are active, and many start automatically when the system boots up. These constantly running programs are called ""background applications"". In some cases, they can cause your program to hang or crash. That's why we recommend closing these background applications before starting the game.

If you have antivirus or crash protection programs running on your system, you should close or disable them before starting the game. Look for the program's icon in the Windows taskbar, right-click it, and select the appropriate option (""Disable"", ""Close"", or similar).

Once you've disabled the antivirus and crash protection programs, you should also close any general background applications, as these can sometimes cause problems when installing or running a PC game. You can find more information about this in the section ""How to close all unnecessary background applications"".",0.5025,0.4036,0.3554,0.6605,0.5631,0.5413,0.6932,0.7,0.6674,0.8804,0.883,0.8826
406,"1. Hold down the CTRL and ALT keys on your keyboard and then press DEL. Windows Task Manager will now be shown. 2. To close a background application, switch to the ""Applications"" tab, click on the appropriate entry in the task list and then on the ""End Task"" button. Before you call the hotline","1. Hold down the CTRL and ALT keys on your keyboard, then press DELETE. The Windows Task Manager will now be displayed.
2. To terminate a background application, switch to the ""Applications"" tab, click on the corresponding entry in the task list, and then click the ""End Task"" button.","Before you call the hotline, hold down the CTRL and ALT keys on your keyboard, then press DELETE. The Windows Task Manager will now be displayed. To terminate a background application, switch to the ""Applications"" tab, click on the corresponding entry in the task list, and then click the ""End Task"" button.","Here is the improved translation sentence:

Hold down the CTRL and ALT keys on your keyboard, then press ENTF. The Windows Task Manager will now be displayed. To terminate a background process, switch to the ""Processes"" tab, click on the corresponding entry in the task list, and then click the ""Task beenden"" button.",0.6436,0.6208,0.4452,0.736,0.7457,0.5917,0.6719,0.7499,0.5496,0.8862,0.8872,0.8197
415,"The information and illustrations found in this SERVICE MANUAL were correct at the time of printing. CHANGES MAY BE MADE BASED ON TECHNOLOGICAL ADVANCEMENTS, BUT THERE IS NO REQUIREMENT FOR RETROFITTING! When setting up, please note","The information and illustrations contained in this SERVICE MANUAL correspond to the status at the time of printing. SUBJECT TO CHANGES IN THE SENSE OF TECHNICAL PROGRESS, BUT NO OBLIGATION TO RETROFIT!","The information and illustrations contained in this SERVICE MANUAL reflect the status at the time of printing. Changes may be made in line with technical progress, but there is no obligation to retrofit.","This SERVICE MANUAL is subject to changes in line with technical progress, but there is no obligation to retrofit. Please observe the instructions during installation.",0.253,0.2339,0.0122,0.3546,0.6063,0.3291,0.5924,0.6602,0.6542,0.8053,0.7403,0.6911
416,Shipping damage,Damage in transit.,Transport damage.,Damage during transport.,0.0,0.1136,0.0,0.2381,0.25,0.2381,0.5721,0.7916,0.6575,0.7264,0.8638,0.784
417,"If external shipping damage is observed, it must immediately be reported, recorded on the shipping documents, and confirmed by the deliverer (shipper, Federal Railway, etc.). The manufacturer is not responsible for shipping damage! Voltage","As far as visible external transport damage is recognizable, these must be immediately complained about, recorded on a transport slip, and confirmed by the supplier (freight forwarder, Federal Railway, etc.). The manufacturer is not liable for transport damage! Mains voltage.","As far as visible external transport damages are recognizable, these must be immediately complained about, recorded on a transport slip, and confirmed by the supplier (freight forwarder, Federal Railway, etc.). The manufacturer is not liable for transport damage. Mains voltage.","As far as visible external transport damage is recognized, these must be immediately reported, recorded on a transport slip, and confirmed by the supplier (freight forwarder, Deutsche Bahn, etc.). The manufacturer is not liable for transport damage.",0.3357,0.3175,0.3117,0.6754,0.6141,0.6194,0.586,0.5636,0.6008,0.7821,0.7963,0.8134
418,"The device is configured for the voltage indicated on the label. For other voltages, the device transformer and monitor transformer must be converted. In accordance with VDE regulations, the device includes a protective ground terminal and is only meant for dry rooms. For the coin mechanism to function properly, the device must be set up levelly and vertically. SERVICE TIPS","The device is set for the mains voltage specified on the type plate. For other mains voltages, the device transformer and the monitor transformer must be switched. According to VDE regulations, the device is equipped with a protective conductor connection and is only intended for dry rooms. Proper operation of the coin machine requires the device to be set up level and plumb.","The device is set for the line voltage specified on the type plate. For other supply voltages, the device transformer and the monitor transformer must be switched. According to VDE regulations, the device is equipped with a protective ground connection and is only intended for dry rooms. Proper operation of the coin machine requires that the device be installed level and plumb.","The device is set for the mains voltage specified on the nameplate. For other mains voltages, the device transformer and the monitor transformer must be switched. According to electrical safety regulations, the device is equipped with a protective conductor connection and is intended for dry rooms only. Proper operation of the coin machine requires the device to be set up level and plumb.",0.2857,0.2873,0.2401,0.5933,0.5828,0.5271,0.5949,0.6083,0.5752,0.8083,0.8166,0.7955
420,"Unplug before repairing! When monitoring and testing: Do not touch conductive parts! Even if the device is turned off, the monitor can still conduct a dangerous voltage. CAUTION, HIGH VOLTAGE! The positive terminals of the cathode-ray tubes are about 20,000 volts. Only replace fuses with ones with the same rating! A burned fuse indicates that a component was overloaded. If a fuse is replaced with one with a higher rating, it can cause serious damage. Only replace components with original replacement parts. Never remove printed circuit boards/connections while the device is powered on. SERVICE MANUAL QIX","Here is the English translation:

Unplug the mains plug before repair! During monitoring and testing: do not touch live parts! Even with the device switched off, the monitor can still carry dangerous voltage. CAUTION, HIGH VOLTAGE! Approximately 20,000 volts are applied to the anode connection of the picture tube. Replace fuses only with those of the same value! A blown fuse indicates overload of a component. If the fuse is replaced with a higher-rated one, serious damage can be caused. Replace components only with original spare parts. Never remove printed circuits/connections with the device switched on. SERVICE MANUAL QIX.","Unplug the power cord before repair! During monitoring and testing: do not touch live parts! Even with the device switched off, the monitor can still carry dangerous voltage. CAUTION, HIGH VOLTAGE! Approximately 20,000 volts are applied to the anode connection of the picture tube. Replace fuses only with those of the same rating! A blown fuse indicates overload of a component. If the fuse is replaced with a higher-rated one, serious damage can be caused. Replace components only with original spare parts. Never remove printed circuits/connections with the device powered on. SERVICE MANUAL QIX.","Unplug the power plug before repair! During monitoring and testing: do not touch live parts! Even when the device is switched off, the monitor can still carry dangerous voltage. CAUTION, HIGH VOLTAGE! Approximately 20,000 volts are applied to the anode connection of the cathode ray tube. Replace fuses only with those of the same value! A blown fuse indicates overload of a component. If the fuse is replaced with a higher-rated one, serious damage can be caused. Replace components only with original spare parts. Never remove printed circuits/connections with the device switched on. SERVICE MANUAL QIX.",0.2733,0.3201,0.2874,0.5574,0.5796,0.5658,0.6543,0.6809,0.6932,0.8407,0.8538,0.8496
423,"The QIX game can test itself; it makes data available and demonstrates that circuits and control systems are operating correctly. For additional information, see ""Service Program."" The volume can be adjusted with the volume control (VOLUME) on the data/sound PC board.","The QIX game is capable of self-testing, it provides data and demonstrates that circuits and controls are functioning properly. For further information, see ""Service Program"". The volume can be adjusted using the volume control (VOLUME) on the Data/Sound PC-Board.","The QIX game can self-test, it provides data and demonstrates that circuits and controls are functioning properly. For further information, see ""Service Program"". The volume can be adjusted using the volume control (VOLUME) on the Data/Sound PC-Board.","The Qix game can self-test, providing data to demonstrate that the circuits and controls are working properly. For more information, see the ""Service Program"". Adjust the volume using the volume control (VOLUME) on the data/sound board.",0.4154,0.437,0.2611,0.6749,0.7036,0.6095,0.7883,0.7895,0.7347,0.8612,0.861,0.8578
429,"Function: Revert to factory settings (until text is green), advance 1 step (when text glows green) programming and test switch: Down","Function: Reset to factory settings (until the text is green), count up by 1 step (when the text is lit green) Programming and test switch: Down","Function: Reset to factory settings (until the text is green), increment the value by 1 step (when the text is lit green) Programming and test switch: Down","Reset to factory settings (until the display is green), increment by 1 (when the display is lit green). Programming and test switch: down.",0.4229,0.4099,0.2992,0.8005,0.7968,0.5307,0.7056,0.7231,0.6209,0.8595,0.8491,0.8176
430,Function: Go back 1 step,Countdown by 1 step.,Function: Countdown by 1 step.,Countdown by 1,0.093,0.0988,0.0418,0.102,0.2,0.1042,0.4792,0.6163,0.2457,0.5577,0.7334,0.4699
437,"""Difficulty"": Difficulty level of gameplay",Difficulty.,Difficulty level of the game play.,Difficulty level of the game progression.,0.0074,0.1417,0.1417,0.0,0.5773,0.5773,0.3885,0.7481,0.6636,0.6619,0.8566,0.8601
440,"at ""1"" tabletop device",tableware,for a single place setting,Tableware associated with '1',0.0,0.0,0.0408,0.0,0.0,0.0,0.0454,0.1299,0.4248,0.4505,0.4987,0.4594
456,Fast delivery and good manufacturing,Fast delivery and good workmanship.,Fast delivery and good craftsmanship.,Fast delivery and good quality.,0.5081,0.5081,0.5081,0.7938,0.7938,0.7938,0.8136,0.8033,0.7882,0.9165,0.9113,0.9257
460,"Unfortunately, too big for under 1 year",Too large for under 1 year.,Unfortunately too large for children under 1 year old.,"Unfortunately, this item is too large for babies under 1 year old.",0.3564,0.1242,0.0967,0.5435,0.6194,0.6815,0.6485,0.7567,0.7793,0.9451,0.8828,0.8312
463,"Here, I have allowed myself to be dazzled by the sometimes-exaggerated reviews. I would like to say in advance, that I already use 2 Lowepro backpacks. One is very large (to store equipment), and a fairly small one for the most important everyday items that you usually take with you. Because I just bought the Sigma 70-200 2.8, the smaller Lowepro is now too small, and I needed a replacement. On Prime Day, I got this backpack for a really affordable price (about 29 euros) and I was actually very happy with this purchase, if only I had read some of the reviews first. When the backpack arrived yesterday, the disillusionment followed: the backpack is not bad for less than 30 euros, you can't say that. But that it (as was written in many of the reviews) can be compared to well-known products that are sold for much higher prices .... People, that is simply not true! I was really hoping that this would be true, but that is not true. The padded sides are much thinner and do not offer as much protection as my Lowepro. And the dividers inside are of a different caliber and considerably sloppier. Overall, the feel of this backpack cannot be compared to my Lowepro. Ever the zippers and the materials used in the compartments for the small items, aren't even high quality. That is why I have decided to return the backpack. When I purchase equipment for many thousands of euros, then I should also spend money on a decent backpack. In this case quality also apparently has a price. For someone who does not want to spend a lot of money, this is probably a good backpack, just not for me. And it's not like this was a hard decision for me to. As I was unpacking the backpack, I knew in about 2 minutes that it would be going back. What I really liked, was the color of the interior. I'm sure you can find things a lot faster than with a gray interior. For someone who has different requirements for a backpack, this backpack is certainly a good thing; however, mine is going back.","I allowed myself to be dazzled by the partly effusive reviews here. I would like to preface that I already have 2 Lowepro backpacks in use. A very large one (for storing the equipment) and a pretty small one for the most important, everyday things that you just take with you. Due to the fact that I just bought the Sigma 70-200 2.8, the small Lowepro has now become definitively too small and I need a replacement. During Prime Day, I acquired this backpack for a really very affordable price (just under 29 EUR) and was actually very happy with this purchase, as I had read through many of the reviews in advance. But when the backpack arrived yesterday, the disillusionment followed: The backpack is not bad for under 30 EUR, that can't be said. But that it (as written in many reviews) can keep up with the well-known products, which are sold at much higher prices.... People, that's just not true! I had really hoped that this was the case, but there is really no question of that. The padded walls are much thinner and do not offer such protection as my Lowepro. Ah, the partitions inside are of a different caliber, much more flabby. Overall, the feel of this backpack is not comparable to my Lowepro. Also, the zippers and the materials of the compartments for the small items are not exactly high-quality. Therefore, I have decided that the backpack will be returned. If I acquire equipment worth many thousands of euros, I unfortunately have to spend the money for a decent backpack. Quality apparently does have its price here. For someone who doesn't want to spend a lot of money, the backpack is certainly a good choice, but not for me. And it's not like the decision was difficult for me. When I unpacked the backpack, I knew after 2 minutes that it would be going back. What I liked was the color inside. Here you will certainly find your things much faster than with a gray interior. For someone who has different demands on a backpack, the backpack is certainly a great thing, but mine is going back.","I was overly influenced by the effusive reviews here. I would like to preface that I already have 2 Lowepro backpacks in use. A very large one (for storing the equipment) and a pretty small one for the most important, everyday things that you just take with you. Due to the fact that I just bought the Sigma 70-200 2.8, the small Lowepro has now become definitively too small and I need a replacement. During Prime Day, I acquired this backpack for a really very affordable price (just under 29 EUR) and was actually very happy with this purchase, as I had read through many of the reviews in advance. But when the backpack arrived yesterday, I was disillusioned: The backpack is not bad for under 30 EUR, that can't be said. But that it (as written in many reviews) can keep up with the well-known products, which are sold at much higher prices... that's just not true! I had really hoped that this was the case, but there is really no question of that. The padded walls are much thinner and do not offer such protection as my Lowepro. The partitions inside are of a different caliber, much more flabby. Overall, the feel of this backpack is not comparable to my Lowepro. Also, the zippers and the materials of the compartments for the small items are not exactly high-quality. Therefore, I have decided that the backpack will be returned. If I acquire equipment worth many thousands of euros, I unfortunately have to spend the money for a decent backpack. Quality apparently does have its price here. For someone who doesn't want to spend a lot of money, the backpack is certainly a good choice, but not for me. And it's not like the decision was difficult for me. When I unpacked the backpack, I knew after 2 minutes that it would be going back. What I liked was the color inside. Here you will certainly find your things much faster than with a gray interior. For someone who has different demands on a backpack, the backpack is certainly a great thing, but mine is going back.","I was likely misled by the overly enthusiastic reviews here. I should note that I already have two Lowepro backpacks - a very large one for storing my equipment and a smaller one for everyday essentials. However, after purchasing the Sigma 70-200mm f/2.8 lens, the smaller Lowepro has become too small, so I need a replacement. During an Amazon sale, I acquired this backpack for a very affordable price of just under €29 and was quite pleased with the purchase, having read many positive reviews beforehand. But when the backpack arrived yesterday, I was disappointed - while it's not bad for the price, it cannot compare to the well-known, higher-priced products as claimed in the reviews. The padded walls are much thinner and offer less protection than my Lowepro, and the internal dividers are of lower quality. Overall, the feel and construction do not match my Lowepro. The zippers and materials for the smaller compartments also seem less durable. Therefore, I have decided to return this backpack. When investing in expensive camera equipment, I need to ensure I also have a quality, protective backpack, even if it costs more. For someone on a tighter budget, this backpack may be a good option, but it's not the right fit for me. As soon as I unpacked it, I knew it would be going back. The one positive was the bright interior color, which would make it easier to find items. But overall, this backpack does not meet my needs, so I will be returning it.",0.429,0.3985,0.1137,0.5796,0.5726,0.2923,0.6416,0.665,0.5744,0.8689,0.8727,0.8166
466,"Man ruins everything, does not appreciate anything, and does not learn anything! First of all: The movie is not aaaas bad as many write. Obviously, the story is completely made up, and always follows the same concept F. Once you have seen the beginning, you know what the ending is. And the message is always the same: Man destroys everything, does not appreciate anything, and does not learn anything! And that is exactly what the movie wants to tell us! How often did I think while watching this movie ( and that even though I know that it is only a movie, and the animals are computer generated) : Oh my God, the poor animals, it made me tear up a lot. That is why Jurassic World: Fallen Kingdom is really well made. It is only a shame that people do not understand the message behind the movie, even though it is a mainstream movie. We are consistently destroying animals and the environment and in the end our planet and ourselves. From greed and profiteering, and from stupidity and arrogance ! Sympathy for the environment and living things :wrong. 4 stars, because the movie well made, but unfortunately, made with the same principles, otherwise, it would have gotten 5 stars. Still a well-made popcorn movie.","Humans destroy everything, know nothing to appreciate, and do not learn! First of all: The film is not so bad, as many write. Of course, the story is totally constructed, and conceived according to the same schema F. Once you've seen the beginning, you know how the end is. And the message is always the same: Humans destroy everything, and know nothing to appreciate, and do not learn! And that's exactly what the film wants to tell us! How often have I just thought during the film (and even though I know it's just a movie, and the animals come from the computer): Oh my God, the poor animals, that often brings tears to my eyes. Therefore, Jurassic World: The Fallen Kingdom is really well done. It's just a pity that the human being simply doesn't grasp the message behind the film, and that, although it is a mainstream film. We consistently destroy the animals and the environment and ultimately our planet and ourselves. Out of greed and profit, and out of stupidity and arrogance! Empathy for the environment and living beings: None. 4 stars, because the film is well made, but unfortunately always according to the same principle, otherwise it would have been 5 stars. Nevertheless, well-made popcorn cinema.","Humans consistently destroy, fail to appreciate, and refuse to learn. While the film's story is contrived and formulaic, it is not as poor as many claim. The message - that humans recklessly destroy the environment and living beings out of greed, stupidity, and arrogance, without empathy - is the core of what the film aims to convey. Though computer-generated, the depiction of the suffering animals often brings tears to one's eyes. Overall, Jurassic World: The Fallen Kingdom is a well-crafted popcorn film, though it adheres to a familiar pattern. It is regrettable that the human audience fails to grasp the message behind this mainstream film.","Humans destroy everything, fail to appreciate, and do not learn! First of all: The film is not as bad as many write. Of course, the story is highly contrived and follows the same formula. Once you've seen the beginning, you know how it ends. And the message is always the same: Humans destroy everything, fail to appreciate, and do not learn! And that's precisely what the film wants to convey. How often have I thought during the film (even though I know it's just a movie and the animals are computer-generated): Oh, the poor animals, it often brings tears to my eyes. Therefore, Jurassic World: The Fallen Kingdom is really well done. It's just a pity that people simply don't grasp the message behind the film, even though it's a mainstream movie. We consistently destroy the animals, the environment, and ultimately our planet and ourselves, out of greed and profit, and out of stupidity and arrogance! Empathy for the environment and living beings is sorely lacking. 4.0 stars, because the film is well made, but unfortunately always following the same formula, otherwise it would have been 5 stars. Nevertheless, a well-crafted popcorn cinema.",0.3561,0.0296,0.3013,0.5269,0.1783,0.5044,0.6148,0.5148,0.561,0.8025,0.6926,0.8089
480,"The color was chipped in a few places and if you just went over it with your hand the color came off right away in some places. We wanted it to be picked up for free because we did not want it anymore , but unfortunately only if we paid. they would only replace the damaged parts but what if both dressers were damaged. Bad service from the manufacturer Amazon took care of all of this for us and returned our money. PRAISE to Amazon","At a few places the color had chipped off and if you just walked over it with your hand, the color would come off in some places as well. We wanted to have it picked up for free because we no longer wanted it, but unfortunately only at our own expense. They would only replace the damaged parts, but how if both the chests were damaged. Poor service from the manufacturer Amazon has taken care of all this for us and refunded us the money. A praise for Amazon.","The color had chipped off in a few places, and if you just went over it with your hand, the color would come off in some places as well. We wanted to have it picked up for free because we no longer wanted it, but unfortunately only at our own expense. They would only replace the damaged parts, but how could they do that if both the chests were damaged? The manufacturer, Amazon, has taken care of all this for us and refunded us the money. Praise for Amazon.","The dresser's color had chipped off in a few places, and simply running a hand over it would cause the color to come off in some areas as well. We wanted to have it picked up for free since we no longer needed it, but unfortunately, that would have been at our own expense. They would only replace the damaged parts, but that wouldn't work if both dressers were damaged. The manufacturer, Amazon, provided poor service, but they ultimately took care of everything for us and refunded our money. We commend Amazon for their handling of this issue.",0.3195,0.3267,0.2021,0.5679,0.5663,0.5553,0.6434,0.685,0.7014,0.7691,0.762,0.7753
484,- Doors slam because of magnets (may be able to fix this with rubber stoppers) - some unclean spots,Doors slam due to magnets (can perhaps be balanced with rubber bumpers) - some untidy spots.,"The doors slam due to magnets, but this can perhaps be balanced with rubber bumpers; there are also some untidy spots.","Doors tend to slam shut due to magnetic closures, which could perhaps be mitigated by using rubber stoppers. There are also some unclean areas.",0.0807,0.0244,0.0248,0.41,0.3288,0.2728,0.6663,0.6794,0.7343,0.7482,0.7789,0.8223
485,"- included anchors are way too small and are loose (I did not have any others and since there was no other trophy in the house, I stuck it together with craft glue) - the support for the removable shelf is a little loose (I wrapped paper around it to level it) Conclusion: If it did not look so good and have such good dimensions, I would give it fewer stars, since you have to adjust everything to really be happy. Besides, as a result, I think it is a little too expensive.","The supplied wall plugs are much too small and wobbly (I didn't have any others and there was no trophy in the house, so I glued them in place with craft glue) - the brackets for the insert floor are a bit wobbly (I wrapped them in some paper and balanced them out) Conclusion: If it didn't look so good and have such good dimensions, I would give it fewer stars, as you have to make everything fit yourself to really be satisfied. Also, I find it a bit too expensive for that.","The supplied anchors are much too small and wobbly (I didn't have any others and there was no trophy in the house, so I glued them in place with craft glue) - the brackets for the shelf are a bit wobbly (I wrapped them in some paper and balanced them out). In conclusion, if it didn't look so good and have such good dimensions, I would give it fewer stars, as you have to make everything fit yourself to really be satisfied. Also, I find it a bit too expensive for that.","Die mitgelieferten Dübel sind viel zu klein und wackelig (da ich keine anderen hatte und kein Pokal im Haus war, habe ich sie mit Bastelkleber befestigt) - die Halterungen für den Einlegeboden wackeln etwas (habe ich mit etwas Papier umwickelt und ausgeglichen). Wenn er nicht so gut aussehen und solche guten Maße hätten, würde ich ihm weniger Sterne geben, da man alles selbst anpassen muss, um wirklich zufrieden zu sein. Außerdem finde ich ihn dann auch etwas zu teuer.",0.3809,0.3498,0.0056,0.6048,0.6055,0.0109,0.6345,0.6802,0.5587,0.7519,0.7814,0.5433
486,The coffee tastes good to me....but,delicious.,"The coffee tastes good to me, but not so much.","The coffee tastes good to me, but...",0.0,0.4336,0.6105,0.0,0.7781,0.8164,0.3048,0.7339,0.8805,0.5084,0.7492,0.9266
487,"... there are only 3 stars. The taste is subjectively good, but in my opinion the original capsules are better (but also significantly more expensive). Otherwise I would have given 5*. Unfortunately, the coffee does not run through consistently (if at all!). And the additional plastic garbage (individually wrapped see photo) gets a one-star deduction from me. I hope the manufacturer changes this and gets full points soon.","...there are only 3 stars. The taste is subjectively good, in my opinion, however, the original capsules are better (but also much more expensive). In this respect, I would have given 5*. Unfortunately, the coffee does not flow evenly (if at all!). The additional plastic waste (individually packaged see photo) also means a one star deduction for me. I hope the manufacturer changes this and soon collects full marks.","The taste is subjectively good, but in my opinion the original capsules are better (though also much more expensive). I would have given 5 stars, but unfortunately the coffee does not flow evenly (if at all!). The additional plastic waste (individually packaged as shown in the photo) also means a one-star deduction for me. I hope the manufacturer changes this and soon earns full marks.","The taste is subjectively good, in my opinion the original capsules are better, but also much more expensive. In that case, I would have given it 5 stars. Unfortunately, the coffee does not flow evenly (if at all!). The additional plastic litter (individually packaged, see photo) also means a one-star deduction for me. I hope the manufacturer changes this and soon receives the full score.",0.5633,0.4843,0.4576,0.7394,0.6633,0.648,0.7394,0.7142,0.6983,0.8186,0.8196,0.8109
491,"I have replaced four light bulbs in the house with these lights. Unfortunately, I could only replace four since the others were delivered without mountings - instead, a circuit board was laughing at me... There also wasn't anything in the box. ""Buy 6 - receive 4"" is not a good deal. Certainly, Amazon would have fixed this problem accommodatingly and fast, but I didn't notice it until after the return deadline. Therefore, I consider it to be my mistake and will have to live with it. Still, it is not a good indicator of the quality of these light bulbs - until now the only reason for the two-star deduction. The light itself is super. The rooms are very bright not and evenly illuminated. The light color is more towards a cold white. Perfect for a hallway, study, work room, laundry room, etc. For living rooms, I would personally get a warmer light. Definitely comparable to a good old 100-watt bulb. Other lights can do this as well and maybe I will find complete examples of the lights I ordered there. Should my review be helpful, then I would be happy to give a positive review. I will try to answer any questions quickly.","I replaced four light bulbs in the house with these lamps. Unfortunately, I could only replace four, as the other two were delivered without a socket - instead, a circuit board is grinning at me at this point... There was also nothing in the box. ""Pay for 6, receive 4"" is not a good deal. Amazon would certainly have handled this generously and quickly, but I only noticed this after the return period had expired. So I see this as my own mistake and live with it. Nevertheless, it is not a good indication of the quality of these light bulbs - so far the only reason for a two-star deduction. The light itself is great. The rooms are now very bright and evenly lit. The light color tends more towards cool white. Perfect for the hallway, study, workshop, laundry room, etc. For living rooms, I would personally go for warmer light. Quite comparable to a good old 100 watt bulb. Other lamps can do that too, and maybe I'll get intact specimens there according to the order. If my review is helpful, I would appreciate a positive review. I'll try to answer questions quickly.","I replaced four light bulbs in the house with these lamps. Unfortunately, I could only replace four, as the other two were delivered without sockets - instead, a circuit board is visible in their place. There was also nothing else in the box. ""Pay for 6, receive 4"" is not a good deal. Amazon would have certainly handled this generously and quickly, but I only noticed this after the return period had expired. So I see this as my own mistake and will have to live with it. Nevertheless, it is not a good indication of the quality of these light bulbs - so far the only reason for a two-star deduction. The light itself is great. The rooms are now very bright and evenly lit. The light color tends more towards cool white. Perfect for the hallway, study, workshop, laundry room, etc. For living rooms, I would personally go for warmer light. Quite comparable to a good old 100-watt bulb. Other lamps can do that too, and maybe I'll get intact specimens there according to the order. If my review is helpful, I would appreciate a positive review. I'll try to answer questions quickly.","I replaced four light bulbs in the house with these lamps. Unfortunately, I could only replace four, as the other two were delivered without a socket - instead, a circuit board is visible in their place. There was also nothing in the box. I paid for 6 but only received 4, which is not a good deal. Amazon would have likely handled this generously and quickly, but I noticed this after the return period had expired. So I see this as my own mistake and will live with it. Nevertheless, it is not a good indication of the quality of these light bulbs - so far the only reason for a two-star deduction. The light itself is great. The rooms are now very bright and evenly lit. The light color tends more towards cool white. Perfect for the hallway, study, workshop, laundry room, etc. For living rooms, I would personally prefer warmer light, comparable to a good old 100-watt incandescent bulb. Other lamps can provide that as well, and maybe I'll get intact specimens according to the order. If my review is helpful, I would appreciate a positive rating. I'll try to answer questions quickly.",0.4144,0.4471,0.3899,0.6534,0.6681,0.6383,0.7046,0.7171,0.712,0.8255,0.8313,0.8291
